round,set,id,trial,donor_ratio,concentration,annealing_t,spinspeed,sol_add_v_perc,date,channel,pce,jsc,voc,ff,status,filter_trial,distance,distance_log,design
1,15,na,C,1,22,70,4500,0,20220208,C,919,-1230,0.9,0.787,REJECT,ACCEPT,,,sdoe
1,8,na,D,0.8,16,110,6000,0,20220222,B,216,-440,0.75,0.64,REJECT,ACCEPT,,,sdoe
1,12,na,C,1,12,110,800,1,20220126,D,17.7,20.6,1,0.812,REJECT,ACCEPT,,,sdoe
1,17,na,B,1.2,12,130,2500,0,20211006,C,13.5,24.3,0.8,0.668,ACCEPT,ACCEPT,,,sdoe
1,2,na,A,0.5,12,70,1500,0.5,20210914,C,13.4,25,0.81,0.628,ACCEPT,ACCEPT,,,sdoe
2,42,na,A,0.391,13.5,84.8,4140,1.41,20240709,f,13.205,25.449,0.82,0.618,accept,accept,,,sobol32
2,27,na,A,1,14,87.5,3300,2.5,20240703,c,13.074,22.978,0.82,0.677,accept,accept,,,sobol32
2,42,na,A,0.391,13.5,84.8,4140,1.41,20240709,e,12.961,24.742,0.82,0.624,accept,accept,,,sobol32
1,2,na,B,0.5,12,70,1500,0.5,20210929,F,12.9,21.8,0.82,0.683,ACCEPT,ACCEPT,,,sdoe
1,19,na,D,1.2,20,70,6000,1,20220517,C,12.9,23.9,0.84,0.611,ACCEPT,ACCEPT,,,sdoe
2,42,na,A,0.391,13.5,84.8,4140,1.41,20240709,c,12.847,23.355,0.82,0.655,accept,accept,,,sobol32
1,20,na,A,1.2,22,90,800,2,20210928,C,12.8,22.1,0.84,0.664,ACCEPT,REJECT,,,sdoe
1,3,na,B,0.5,16,90,2500,1,20210929,C,12.8,27,0.79,0.572,ACCEPT,ACCEPT,,,sdoe
1,8,na,D,0.8,16,110,6000,0,20220222,C,12.8,23.7,0.81,0.654,ACCEPT,ACCEPT,,,sdoe
1,8,na,B,0.8,16,110,6000,0,20211005,F,12.6,23.1,0.8,0.649,ACCEPT,ACCEPT,,,sdoe
1,8,na,D,0.8,16,110,6000,0,20220222,F,12.6,24.5,0.81,0.624,ACCEPT,ACCEPT,,,sdoe
2,40,na,A,1.09,13,50.3,4990,0.938,20240709,c,12.598,22.878,0.85,0.632,accept,accept,,,sobol32
2,42,na,A,0.391,13.5,84.8,4140,1.41,20240709,b,12.584,23.501,0.82,0.637,accept,accept,,,sobol32
2,27,na,A,1,14,87.5,3300,2.5,20240703,b,12.551,22.746,0.82,0.657,accept,accept,,,sobol32
1,18,na,B,1.2,16,55,4500,0.5,20211006,C,12.5,22.1,0.82,0.662,ACCEPT,ACCEPT,,,sdoe
1,8,na,A,0.8,16,110,6000,0,20210914,C,12.4,24.2,0.82,0.594,ACCEPT,ACCEPT,,,sdoe
1,1,na,D,0.5,8,55,800,0,20220215,E,12.4,25.2,0.82,0.584,ACCEPT,REJECT,,,sdoe
2,35,na,A,1.28,19,82.2,5660,0.312,20240705,c,12.265,24.124,0.84,0.591,accept,accept,,,sobol32
2,40,na,A,1.09,13,50.3,4990,0.938,20240709,b,12.253,22.885,0.85,0.615,accept,accept,,,sobol32
1,2,na,B,0.5,12,70,1500,0.5,20210929,E,12.2,22.5,0.82,0.631,ACCEPT,ACCEPT,,,sdoe
1,17,na,B,1.2,12,130,2500,0,20211006,B,12.2,23.9,0.79,0.62,ACCEPT,ACCEPT,,,sdoe
2,42,na,A,0.391,13.5,84.8,4140,1.41,20240709,a,12.119,23.676,0.82,0.609,accept,accept,,,sobol32
1,24,na,A,1.5,20,90,1500,0,20211005,C,12.1,23.3,0.83,0.595,ACCEPT,ACCEPT,,,sdoe
1,2,na,C,0.5,12,70,1500,0.5,20220119,F,12.1,21.5,0.81,0.664,ACCEPT,ACCEPT,,,sdoe
1,20,na,A,1.2,22,90,800,2,20210928,B,12,21.8,0.84,0.626,ACCEPT,REJECT,,,sdoe
1,2,na,C,0.5,12,70,1500,0.5,20220119,C,12,22,0.81,0.64,ACCEPT,ACCEPT,,,sdoe
1,22,na,A,1.5,12,55,6000,2,20210928,C,11.9,20.7,0.82,0.669,ACCEPT,ACCEPT,,,sdoe
1,8,na,B,0.8,16,110,6000,0,20211005,C,11.9,22.5,0.8,0.627,ACCEPT,ACCEPT,,,sdoe
2,42,na,A,0.391,13.5,84.8,4140,1.41,20240709,d,11.826,23.243,0.82,0.606,accept,accept,,,sobol32
1,3,na,B,0.5,16,90,2500,1,20210929,B,11.8,26.6,0.79,0.534,ACCEPT,ACCEPT,,,sdoe
1,8,na,B,0.8,16,110,6000,0,20211005,E,11.8,23.3,0.8,0.599,ACCEPT,ACCEPT,,,sdoe
2,27,na,A,1,14,87.5,3300,2.5,20240703,a,11.702,21.972,0.83,0.626,accept,accept,,,sobol32
1,22,na,A,1.5,12,55,6000,2,20210928,B,11.7,22,0.83,0.613,ACCEPT,ACCEPT,,,sdoe
1,18,na,B,1.2,16,55,4500,0.5,20211006,B,11.7,21.8,0.82,0.63,ACCEPT,ACCEPT,,,sdoe
2,35,na,A,1.28,19,82.2,5660,0.312,20240705,b,11.623,23.974,0.84,0.563,accept,accept,,,sobol32
1,10,na,A,0.8,22,55,1500,1,20210915,C,11.6,23.7,0.82,0.568,ACCEPT,ACCEPT,,,sdoe
1,2,na,B,0.5,12,70,1500,0.5,20210929,B,11.6,20.1,0.83,0.659,ACCEPT,ACCEPT,,,sdoe
2,35,na,A,1.28,19,82.2,5660,0.312,20240705,a,11.596,24.465,0.85,0.544,accept,accept,,,sobol32
2,37,na,A,0.906,15,60.9,4310,4.06,20240709,f,11.582,23.069,0.81,0.605,accept,accept,,,sobol32
1,2,na,A,0.5,12,70,1500,0.5,20210914,B,11.5,23.7,0.8,0.574,ACCEPT,ACCEPT,,,sdoe
1,2,na,C,0.5,12,70,1500,0.5,20220119,E,11.5,21.9,0.81,0.618,ACCEPT,ACCEPT,,,sdoe
1,8,na,D,0.8,16,110,6000,0,20220222,E,11.5,24.2,0.82,0.566,ACCEPT,ACCEPT,,,sdoe
1,18,na,D,1.2,16,55,4500,0.5,20220308,F,11.5,22.5,0.81,0.608,ACCEPT,ACCEPT,,,sdoe
1,19,na,D,1.2,20,70,6000,1,20220517,B,11.5,23.4,0.83,0.564,ACCEPT,ACCEPT,,,sdoe
2,29,na,A,0.625,18,109,4650,1.25,20240703,c,11.462,22.571,0.82,0.604,accept,accept,,,sobol32
2,55,na,A,1.42,18.5,101,4480,1.09,20240716,c,11.462,21.656,0.83,0.628,accept,accept,,,sobol32
2,40,na,A,1.09,13,50.3,4990,0.938,20240709,d,11.401,21.303,0.85,0.615,accept,accept,,,sobol32
1,2,na,C,0.5,12,70,1500,0.5,20220119,B,11.4,22.5,0.81,0.591,ACCEPT,ACCEPT,,,sdoe
1,1,na,D,0.5,8,55,800,0,20220215,B,11.4,22,0.83,0.609,ACCEPT,REJECT,,,sdoe
1,17,na,D,1.2,12,130,2500,0,20220517,C,11.4,23.3,0.78,0.596,ACCEPT,ACCEPT,,,sdoe
2,29,na,A,0.625,18,109,4650,1.25,20240703,f,11.38,22.679,0.81,0.605,accept,accept,,,sobol32
1,5,na,B,0.5,22,130,6000,5,20210929,C,11.3,24.5,0.76,0.579,ACCEPT,ACCEPT,,,sdoe
1,3,na,D,0.5,16,90,2500,1,20220215,C,11.3,23.3,0.8,0.593,ACCEPT,ACCEPT,,,sdoe
1,8,na,B,0.8,16,110,6000,0,20211005,D,11.2,24.3,0.8,0.55,ACCEPT,ACCEPT,,,sdoe
1,15,na,B,1,22,70,4500,0,20211006,C,11.2,21.6,0.82,0.607,ACCEPT,ACCEPT,,,sdoe
1,17,na,B,1.2,12,130,2500,0,20211006,A,11.2,23.1,0.8,0.579,ACCEPT,ACCEPT,,,sdoe
1,1,na,D,0.5,8,55,800,0,20220215,A,11.2,22.3,0.83,0.59,ACCEPT,REJECT,,,sdoe
1,22,na,D,1.5,12,55,6000,2,20220517,F,11.2,19.9,0.84,0.634,ACCEPT,ACCEPT,,,sdoe
2,37,na,A,0.906,15,60.9,4310,4.06,20240709,e,11.151,23.052,0.81,0.583,accept,accept,,,sobol32
2,29,na,A,0.625,18,109,4650,1.25,20240703,b,11.15,22.61,0.82,0.587,accept,accept,,,sobol32
1,20,na,A,1.2,22,90,800,2,20210928,A,11.1,21.7,0.85,0.577,ACCEPT,REJECT,,,sdoe
1,24,na,A,1.5,20,90,1500,0,20211005,B,11.1,23.1,0.83,0.551,ACCEPT,ACCEPT,,,sdoe
1,2,na,B,0.5,12,70,1500,0.5,20210929,D,11.1,21.9,0.83,0.582,ACCEPT,ACCEPT,,,sdoe
1,22,na,D,1.5,12,55,6000,2,20220517,C,11.1,20.1,0.84,0.625,ACCEPT,ACCEPT,,,sdoe
2,45,na,A,0.766,17.5,106,2790,0.156,20240710,c,11.089,22.071,0.81,0.605,accept,accept,,,sobol32
1,24,na,A,1.5,20,90,1500,0,20211005,F,11,20.1,0.83,0.627,ACCEPT,ACCEPT,,,sdoe
1,7,na,B,0.8,12,90,4500,5,20211005,C,11,19.5,0.81,0.663,ACCEPT,REJECT,,,sdoe
1,17,na,B,1.2,12,130,2500,0,20211006,F,11,20.3,0.79,0.656,ACCEPT,ACCEPT,,,sdoe
1,19,na,C,1.2,20,70,6000,1,20220208,F,11,21.3,0.82,0.601,ACCEPT,ACCEPT,,,sdoe
1,1,na,D,0.5,8,55,800,0,20220215,D,11,23,0.83,0.561,ACCEPT,REJECT,,,sdoe
1,8,na,A,0.8,16,110,6000,0,20210914,B,10.9,24.3,0.78,0.547,ACCEPT,ACCEPT,,,sdoe
1,22,na,A,1.5,12,55,6000,2,20210928,A,10.9,21.9,0.83,0.574,ACCEPT,ACCEPT,,,sdoe
1,8,na,B,0.8,16,110,6000,0,20211005,B,10.9,22.4,0.81,0.574,ACCEPT,ACCEPT,,,sdoe
1,12,na,D,1,12,110,800,1,20220308,C,10.9,21.9,0.78,0.612,ACCEPT,REJECT,,,sdoe
2,45,na,A,0.766,17.5,106,2790,0.156,20240710,f,10.884,22.573,0.81,0.581,accept,accept,,,sobol32
2,40,na,A,1.09,13,50.3,4990,0.938,20240709,e,10.839,20.677,0.85,0.602,accept,accept,,,sobol32
2,37,na,A,0.906,15,60.9,4310,4.06,20240709,c,10.834,20.858,0.82,0.618,accept,accept,,,sobol32
2,28,na,A,1.38,10,66.2,1950,3.75,20240703,f,10.808,21.63,0.81,0.602,accept,accept,,,sobol32
1,8,na,A,0.8,16,110,6000,0,20210914,A,10.8,25.2,0.81,0.504,ACCEPT,ACCEPT,,,sdoe
1,20,na,A,1.2,22,90,800,2,20210928,F,10.8,19.2,0.84,0.642,ACCEPT,REJECT,,,sdoe
1,2,na,B,0.5,12,70,1500,0.5,20210929,A,10.8,19.7,0.83,0.629,ACCEPT,ACCEPT,,,sdoe
1,3,na,B,0.5,16,90,2500,1,20210929,A,10.8,26.4,0.79,0.49,ACCEPT,ACCEPT,,,sdoe
1,18,na,B,1.2,16,55,4500,0.5,20211006,F,10.8,18.5,0.82,0.686,ACCEPT,ACCEPT,,,sdoe
1,24,na,B,1.5,20,90,1500,0,20211116,F,10.8,17.8,0.83,0.697,ACCEPT,ACCEPT,,,sdoe
1,19,na,C,1.2,20,70,6000,1,20220208,C,10.8,19.4,0.82,0.642,ACCEPT,ACCEPT,,,sdoe
1,18,na,D,1.2,16,55,4500,0.5,20220308,C,10.8,21.1,0.81,0.605,ACCEPT,ACCEPT,,,sdoe
2,34,na,A,0.531,11,125,2960,2.81,20240705,c,10.749,21.26,0.79,0.625,accept,accept,,,sobol32
2,38,na,A,0.719,9,71.6,3640,4.69,20240709,f,10.714,18.604,0.82,0.686,accept,accept,,,sobol32
2,34,na,A,0.531,11,125,2960,2.81,20240705,b,10.712,22.162,0.79,0.597,accept,accept,,,sobol32
1,22,na,A,1.5,12,55,6000,2,20210928,F,10.7,18.9,0.83,0.657,ACCEPT,ACCEPT,,,sdoe
1,4,na,B,0.5,20,110,4500,2,20210929,C,10.7,22.1,0.78,0.589,ACCEPT,ACCEPT,,,sdoe
1,19,na,D,1.2,20,70,6000,1,20220517,A,10.7,23.2,0.84,0.522,ACCEPT,ACCEPT,,,sdoe
2,55,na,A,1.42,18.5,101,4480,1.09,20240716,b,10.675,21.127,0.83,0.599,accept,accept,,,sobol32
2,52,na,A,1.61,12.5,111,3810,0.469,20240716,f,10.632,19.816,0.84,0.629,accept,accept,,,sobol32
2,45,na,A,0.766,17.5,106,2790,0.156,20240710,b,10.629,22.047,0.81,0.581,accept,accept,,,sobol32
2,40,na,A,1.09,13,50.3,4990,0.938,20240709,f,10.623,20.604,0.85,0.592,accept,accept,,,sobol32
2,47,na,A,1.7,15.5,74.2,4820,3.28,20240710,f,10.617,21.225,0.82,0.595,accept,accept,,,sobol32
2,55,na,A,1.42,18.5,101,4480,1.09,20240716,e,10.613,21.066,0.83,0.597,accept,accept,,,sobol32
1,6,na,A,0.8,8,70,2500,2,20210914,F,10.6,22.3,0.74,0.61,ACCEPT,ACCEPT,,,sdoe
1,10,na,A,0.8,22,55,1500,1,20210915,B,10.6,24.1,0.81,0.517,ACCEPT,ACCEPT,,,sdoe
1,3,na,C,0.5,16,90,2500,1,20220119,C,10.6,21.9,0.8,0.575,ACCEPT,ACCEPT,,,sdoe
1,14,na,C,1,20,55,2500,5,20220208,F,10.6,20.4,0.8,0.618,ACCEPT,ACCEPT,,,sdoe
1,2,na,D,0.5,12,70,1500,0.5,20220215,B,10.6,22.2,0.81,0.577,ACCEPT,ACCEPT,,,sdoe
1,22,na,D,1.5,12,55,6000,2,20220517,B,10.6,20.3,0.84,0.591,ACCEPT,ACCEPT,,,sdoe
2,29,na,A,0.625,18,109,4650,1.25,20240703,e,10.571,22.352,0.81,0.57,accept,accept,,,sobol32
2,37,na,A,0.906,15,60.9,4310,4.06,20240709,b,10.561,21.092,0.81,0.603,accept,accept,,,sobol32
2,37,na,A,0.906,15,60.9,4310,4.06,20240709,d,10.552,22.846,0.82,0.55,accept,accept,,,sobol32
2,29,na,A,0.625,18,109,4650,1.25,20240703,a,10.548,22.391,0.82,0.561,accept,accept,,,sobol32
2,30,na,A,0.812,12,98.1,5320,1.88,20240703,c,10.546,18.092,0.82,0.694,accept,accept,,,sobol32
2,38,na,A,0.719,9,71.6,3640,4.69,20240709,e,10.536,18.991,0.82,0.66,accept,accept,,,sobol32
2,52,na,A,1.61,12.5,111,3810,0.469,20240716,c,10.522,19.478,0.84,0.633,accept,accept,,,sobol32
1,24,na,B,1.5,20,90,1500,0,20211116,E,10.5,18.3,0.83,0.661,ACCEPT,ACCEPT,,,sdoe
1,10,na,C,0.8,22,55,1500,1,20220126,C,10.5,23.5,0.8,0.534,ACCEPT,ACCEPT,,,sdoe
1,3,na,D,0.5,16,90,2500,1,20220215,B,10.5,22.8,0.8,0.561,ACCEPT,ACCEPT,,,sdoe
2,28,na,A,1.38,10,66.2,1950,3.75,20240703,c,10.475,20.246,0.81,0.623,accept,accept,,,sobol32
2,49,na,A,0.578,19.5,53,3470,2.03,20240710,e,10.474,23.375,0.8,0.547,accept,accept,,,sobol32
2,40,na,A,1.09,13,50.3,4990,0.938,20240709,a,10.461,21.647,0.85,0.555,accept,accept,,,sobol32
2,34,na,A,0.531,11,125,2960,2.81,20240705,a,10.458,22.184,0.8,0.575,accept,accept,,,sobol32
2,57,na,A,0.297,14.5,122,5830,4.84,20240716,e,10.447,21.921,0.78,0.601,accept,accept,,,sobol32
2,49,na,A,0.578,19.5,53,3470,2.03,20240710,d,10.437,24.09,0.8,0.529,accept,accept,,,sobol32
1,2,na,A,0.5,12,70,1500,0.5,20210914,F,10.4,19.5,0.81,0.628,ACCEPT,ACCEPT,,,sdoe
1,15,na,A,1,22,70,4500,0,20210915,C,10.4,19.8,0.8,0.623,ACCEPT,ACCEPT,,,sdoe
1,20,na,A,1.2,22,90,800,2,20210928,E,10.4,19.6,0.84,0.606,ACCEPT,REJECT,,,sdoe
1,5,na,B,0.5,22,130,6000,5,20210929,B,10.4,24.7,0.76,0.525,ACCEPT,ACCEPT,,,sdoe
1,14,na,B,1,20,55,2500,5,20211006,B,10.4,21.4,0.79,0.589,ACCEPT,ACCEPT,,,sdoe
1,9,na,C,0.8,20,130,800,0.5,20220119,F,10.4,21.8,0.79,0.572,ACCEPT,ACCEPT,,,sdoe
1,15,na,C,1,22,70,4500,0,20220208,F,10.4,19.3,0.81,0.629,ACCEPT,ACCEPT,,,sdoe
1,19,na,C,1.2,20,70,6000,1,20220208,E,10.4,21.7,0.82,0.555,ACCEPT,ACCEPT,,,sdoe
1,17,na,D,1.2,12,130,2500,0,20220517,B,10.4,23.7,0.77,0.539,ACCEPT,ACCEPT,,,sdoe
1,22,na,D,1.5,12,55,6000,2,20220517,E,10.4,19.5,0.84,0.604,ACCEPT,ACCEPT,,,sdoe
2,52,na,A,1.61,12.5,111,3810,0.469,20240716,b,10.373,19.507,0.84,0.623,accept,accept,,,sobol32
2,44,na,A,1.52,9.5,63.6,5490,2.66,20240710,c,10.367,18.877,0.84,0.638,accept,accept,,,sobol32
2,44,na,A,1.52,9.5,63.6,5490,2.66,20240710,b,10.342,18.779,0.84,0.64,accept,accept,,,sobol32
2,55,na,A,1.42,18.5,101,4480,1.09,20240716,d,10.321,20.755,0.83,0.59,accept,accept,,,sobol32
2,28,na,A,1.38,10,66.2,1950,3.75,20240703,e,10.313,21.561,0.81,0.576,accept,accept,,,sobol32
1,7,na,B,0.8,12,90,4500,5,20211005,F,10.3,19,0.79,0.65,ACCEPT,REJECT,,,sdoe
1,14,na,B,1,20,55,2500,5,20211006,F,10.3,18.8,0.79,0.665,ACCEPT,ACCEPT,,,sdoe
1,17,na,B,1.2,12,130,2500,0,20211006,E,10.3,20.6,0.79,0.609,ACCEPT,ACCEPT,,,sdoe
1,12,na,D,1,12,110,800,1,20220308,F,10.3,22,0.78,0.574,ACCEPT,REJECT,,,sdoe
1,18,na,D,1.2,16,55,4500,0.5,20220308,E,10.3,21.3,0.81,0.572,ACCEPT,ACCEPT,,,sdoe
2,44,na,A,1.52,9.5,63.6,5490,2.66,20240710,e,10.298,18.505,0.83,0.654,accept,accept,,,sobol32
2,49,na,A,0.578,19.5,53,3470,2.03,20240710,f,10.282,22.599,0.81,0.548,accept,accept,,,sobol32
2,57,na,A,0.297,14.5,122,5830,4.84,20240716,f,10.254,21.25,0.78,0.609,accept,accept,,,sobol32
2,38,na,A,0.719,9,71.6,3640,4.69,20240709,d,10.235,18.939,0.82,0.643,accept,accept,,,sobol32
2,57,na,A,0.297,14.5,122,5830,4.84,20240716,d,10.235,22.483,0.78,0.574,accept,accept,,,sobol32
2,44,na,A,1.52,9.5,63.6,5490,2.66,20240710,f,10.205,18.406,0.84,0.644,accept,accept,,,sobol32
1,24,na,A,1.5,20,90,1500,0,20211005,E,10.2,20.4,0.83,0.574,ACCEPT,ACCEPT,,,sdoe
1,23,na,B,1.5,16,70,800,5,20211116,C,10.2,19.8,0.79,0.625,ACCEPT,ACCEPT,,,sdoe
1,24,na,B,1.5,20,90,1500,0,20211116,C,10.2,17.7,0.83,0.669,ACCEPT,ACCEPT,,,sdoe
1,14,na,C,1,20,55,2500,5,20220208,E,10.2,21,0.81,0.57,ACCEPT,ACCEPT,,,sdoe
1,2,na,D,0.5,12,70,1500,0.5,20220215,E,10.2,22.7,0.81,0.543,ACCEPT,ACCEPT,,,sdoe
1,18,na,D,1.2,16,55,4500,0.5,20220308,B,10.2,21,0.82,0.565,ACCEPT,ACCEPT,,,sdoe
2,37,na,A,0.906,15,60.9,4310,4.06,20240709,a,10.143,20.961,0.82,0.576,accept,accept,,,sobol32
2,30,na,A,0.812,12,98.1,5320,1.88,20240703,b,10.139,17.925,0.82,0.673,accept,accept,,,sobol32
2,38,na,A,0.719,9,71.6,3640,4.69,20240709,c,10.121,17.696,0.82,0.681,accept,accept,,,sobol32
1,15,na,A,1,22,70,4500,0,20210915,F,10.1,20,0.79,0.606,ACCEPT,ACCEPT,,,sdoe
1,22,na,A,1.5,12,55,6000,2,20210928,E,10.1,18.9,0.83,0.615,ACCEPT,ACCEPT,,,sdoe
1,18,na,B,1.2,16,55,4500,0.5,20211006,E,10.1,18.7,0.81,0.641,ACCEPT,ACCEPT,,,sdoe
1,19,na,B,1.2,20,70,6000,1,20211006,C,10.1,21.2,0.84,0.543,ACCEPT,ACCEPT,,,sdoe
1,1,na,C,0.5,8,55,800,0,20211116,C,10.1,22.4,0.8,0.538,ACCEPT,REJECT,,,sdoe
1,2,na,C,0.5,12,70,1500,0.5,20220119,A,10.1,21.5,0.82,0.546,ACCEPT,ACCEPT,,,sdoe
1,15,na,C,1,22,70,4500,0,20220208,E,10.1,20,0.81,0.594,ACCEPT,ACCEPT,,,sdoe
1,3,na,D,0.5,16,90,2500,1,20220215,A,10.1,24.3,0.8,0.507,ACCEPT,ACCEPT,,,sdoe
1,17,na,D,1.2,12,130,2500,0,20220517,E,10.1,21.2,0.78,0.578,ACCEPT,ACCEPT,,,sdoe
1,18,na,D,1.2,16,55,4500,0.5,20220308,D,10.1,22.1,0.82,0.533,ACCEPT,ACCEPT,,,sdoe
1,22,na,D,1.5,12,55,6000,2,20220517,D,10.1,19.9,0.84,0.575,ACCEPT,ACCEPT,,,sdoe
2,28,na,A,1.38,10,66.2,1950,3.75,20240703,d,10.049,21.42,0.82,0.558,accept,accept,,,sobol32
2,47,na,A,1.7,15.5,74.2,4820,3.28,20240710,e,10.017,20.667,0.82,0.577,accept,accept,,,sobol32
2,28,na,A,1.38,10,66.2,1950,3.75,20240703,a,10.013,20.986,0.81,0.575,accept,accept,,,sobol32
1,15,na,B,1,22,70,4500,0,20211006,F,10,19.8,0.82,0.591,ACCEPT,ACCEPT,,,sdoe
1,8,na,C,0.8,16,110,6000,0,20220119,C,10,21.4,0.81,0.551,ACCEPT,REJECT,,,sdoe
2,28,na,A,1.38,10,66.2,1950,3.75,20240703,b,9.979,20.355,0.81,0.591,accept,accept,,,sobol32
1,24,na,B,1.5,20,90,1500,0,20211116,D,9.97,18.8,0.83,0.613,ACCEPT,ACCEPT,,,sdoe
1,24,na,B,1.5,20,90,1500,0,20211116,B,9.96,18,0.84,0.632,ACCEPT,ACCEPT,,,sdoe
1,19,na,D,1.2,20,70,6000,1,20220517,F,9.96,19.3,0.83,0.589,ACCEPT,ACCEPT,,,sdoe
1,3,na,C,0.5,16,90,2500,1,20220119,B,9.94,22.3,0.78,0.542,ACCEPT,ACCEPT,,,sdoe
1,24,na,C,1.5,20,90,1500,0,20220215,C,9.94,24.1,0.81,0.496,ACCEPT,REJECT,,,sdoe
2,44,na,A,1.52,9.5,63.6,5490,2.66,20240710,a,9.916,18.104,0.85,0.629,accept,accept,,,sobol32
2,51,na,A,1.23,16.5,47.7,2460,1.72,20240710,f,9.903,19.711,0.84,0.584,accept,accept,,,sobol32
1,24,na,A,1.5,20,90,1500,0,20211005,A,9.9,22,0.84,0.51,ACCEPT,ACCEPT,,,sdoe
1,3,na,C,0.5,16,90,2500,1,20220119,A,9.9,22.9,0.8,0.514,ACCEPT,ACCEPT,,,sdoe
2,29,na,A,0.625,18,109,4650,1.25,20240703,d,9.892,21.878,0.81,0.545,accept,accept,,,sobol32
2,34,na,A,0.531,11,125,2960,2.81,20240705,f,9.892,20.327,0.79,0.601,accept,accept,,,sobol32
1,18,na,B,1.2,16,55,4500,0.5,20211006,D,9.89,18.7,0.82,0.62,ACCEPT,ACCEPT,,,sdoe
1,15,na,B,1,22,70,4500,0,20211006,A,9.88,22.2,0.82,0.521,ACCEPT,ACCEPT,,,sdoe
1,22,na,D,1.5,12,55,6000,2,20220517,A,9.88,19.4,0.85,0.57,ACCEPT,ACCEPT,,,sdoe
1,2,na,D,0.5,12,70,1500,0.5,20220215,A,9.86,22,0.82,0.533,ACCEPT,ACCEPT,,,sdoe
2,47,na,A,1.7,15.5,74.2,4820,3.28,20240710,c,9.848,19.895,0.82,0.589,accept,accept,,,sobol32
2,44,na,A,1.52,9.5,63.6,5490,2.66,20240710,d,9.839,18.972,0.83,0.61,accept,accept,,,sobol32
1,18,na,B,1.2,16,55,4500,0.5,20211006,A,9.83,19.2,0.83,0.593,ACCEPT,ACCEPT,,,sdoe
2,33,na,A,0.438,16,76.9,1280,0.625,20240705,f,9.818,22.066,0.8,0.543,accept,accept,,,sobol32
1,9,na,C,0.8,20,130,800,0.5,20220119,C,9.81,19.3,0.79,0.612,ACCEPT,ACCEPT,,,sdoe
1,19,na,A,1.2,20,70,6000,1,20210928,C,9.8,20.1,0.81,0.576,ACCEPT,ACCEPT,,,sdoe
1,15,na,C,1,22,70,4500,0,20220208,D,9.8,20.7,0.82,0.549,ACCEPT,ACCEPT,,,sdoe
2,43,na,A,1.14,21.5,127,1440,3.91,20240709,f,9.797,22.237,0.78,0.551,accept,accept,,,sobol32
1,18,na,D,1.2,16,55,4500,0.5,20220308,A,9.79,22.5,0.82,0.509,ACCEPT,ACCEPT,,,sdoe
2,41,na,A,0.344,21,92.8,2290,3.44,20240709,f,9.787,21.808,0.76,0.576,accept,accept,,,sobol32
1,14,na,B,1,20,55,2500,5,20211006,E,9.78,19.3,0.78,0.623,ACCEPT,ACCEPT,,,sdoe
1,3,na,B,0.5,16,90,2500,1,20210929,F,9.76,18.8,0.79,0.626,ACCEPT,ACCEPT,,,sdoe
2,52,na,A,1.61,12.5,111,3810,0.469,20240716,d,9.744,19.633,0.84,0.581,accept,accept,,,sobol32
2,34,na,A,0.531,11,125,2960,2.81,20240705,e,9.743,20.55,0.79,0.586,accept,accept,,,sobol32
1,10,na,C,0.8,22,55,1500,1,20220126,F,9.74,20.9,0.8,0.557,ACCEPT,ACCEPT,,,sdoe
1,2,na,D,0.5,12,70,1500,0.5,20220215,D,9.74,23.5,0.82,0.493,ACCEPT,ACCEPT,,,sdoe
1,16,na,D,1.2,8,110,1500,5,20220308,C,9.73,17.5,0.79,0.674,ACCEPT,ACCEPT,,,sdoe
1,6,na,A,0.8,8,70,2500,2,20210914,C,9.71,20.5,0.75,0.599,ACCEPT,ACCEPT,,,sdoe
1,14,na,C,1,20,55,2500,5,20220208,C,9.69,17.5,0.81,0.651,ACCEPT,ACCEPT,,,sdoe
1,2,na,D,0.5,12,70,1500,0.5,20220215,C,9.69,24.6,0.51,0.754,REJECT,ACCEPT,,,sdoe
1,12,na,D,1,12,110,800,1,20220308,A,9.69,23.5,0.79,0.5,ACCEPT,REJECT,,,sdoe
2,41,na,A,0.344,21,92.8,2290,3.44,20240709,a,9.689,22.441,0.77,0.547,accept,accept,,,sobol32
2,57,na,A,0.297,14.5,122,5830,4.84,20240716,c,9.689,20.091,0.79,0.601,accept,accept,,,sobol32
2,33,na,A,0.438,16,76.9,1280,0.625,20240705,e,9.675,22.473,0.8,0.525,accept,accept,,,sobol32
1,12,na,D,1,12,110,800,1,20220308,E,9.67,22.3,0.78,0.534,ACCEPT,REJECT,,,sdoe
1,19,na,A,1.2,20,70,6000,1,20210928,F,9.66,19.1,0.81,0.597,ACCEPT,ACCEPT,,,sdoe
2,38,na,A,0.719,9,71.6,3640,4.69,20240709,b,9.656,17.692,0.82,0.65,accept,accept,,,sobol32
2,43,na,A,1.14,21.5,127,1440,3.91,20240709,c,9.654,21.889,0.78,0.552,accept,accept,,,sobol32
1,15,na,B,1,22,70,4500,0,20211006,E,9.65,20.1,0.82,0.561,ACCEPT,ACCEPT,,,sdoe
1,6,na,C,0.8,8,70,2500,2,20220119,C,9.65,16.9,0.82,0.662,ACCEPT,ACCEPT,,,sdoe
1,15,na,A,1,22,70,4500,0,20210915,B,9.64,19.8,0.79,0.585,ACCEPT,ACCEPT,,,sdoe
1,16,na,D,1.2,8,110,1500,5,20220308,B,9.64,18.5,0.8,0.614,ACCEPT,ACCEPT,,,sdoe
